                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.78574,                0.77908,                0.79769,                0.72396,                0.69802,                0.71179,                0.31612,                 1.9527,                 2.7879,                0.94503,             0.00097689,             0.00097689,             0.00097689
                    147,                0.79336,                0.77747,                0.78813,                 0.7099,                0.68447,                0.69048,                0.29969,                 2.0017,                 2.7492,                0.94691,             0.00097658,             0.00097658,             0.00097658
                    148,                 0.7651,                0.77066,                0.79383,                 0.7131,                0.72597,                0.70306,                0.32774,                 1.9443,                 2.7333,                 0.9373,             0.00097626,             0.00097626,             0.00097626
                    149,                0.76803,                0.77956,                0.79662,                0.68561,                0.63119,                0.67484,                0.29961,                 2.0083,                 2.9499,                0.94137,             0.00097593,             0.00097593,             0.00097593
                    150,                0.76724,                0.75911,                0.79575,                0.62007,                0.64356,                0.64681,                0.28744,                 2.0553,                 2.7551,                0.95533,             0.00097561,             0.00097561,             0.00097561
                    151,                0.76573,                0.75628,                0.79468,                0.65395,                0.69307,                0.66153,                0.30284,                 1.9689,                 2.6801,                0.94024,             0.00097529,             0.00097529,             0.00097529
                    152,                0.76704,                0.77533,                0.79304,                0.64122,                0.58911,                0.63031,                0.27439,                 1.9899,                 3.1917,                0.94265,             0.00097496,             0.00097496,             0.00097496
                    153,                  0.785,                0.77969,                0.79547,                 0.6479,                0.65842,                 0.6644,                0.30059,                 1.9263,                 2.7399,                0.92984,             0.00097463,             0.00097463,             0.00097463
                    154,                0.78265,                 0.7706,                0.79437,                 0.6719,                0.69443,                0.70396,                0.30976,                 1.9821,                 2.6193,                0.93856,              0.0009743,              0.0009743,              0.0009743
                    155,                0.77086,                0.76984,                0.79734,                0.67995,                0.67079,                0.70945,                0.32224,                 1.9505,                  2.697,                0.93558,             0.00097396,             0.00097396,             0.00097396
                    156,                 0.7715,                0.77214,                0.80035,                 0.7469,                0.67933,                 0.7264,                0.33261,                 1.9511,                 2.6252,                0.94075,             0.00097363,             0.00097363,             0.00097363
                    157,                 0.7455,                0.75608,                0.79276,                0.72234,                0.68903,                0.71985,                0.33763,                 1.9425,                 2.7645,                0.93621,             0.00097329,             0.00097329,             0.00097329
                    158,                 0.7912,                0.77846,                0.79682,                0.72603,                0.71287,                0.71579,                0.34196,                 1.9148,                 2.6071,                0.94018,             0.00097295,             0.00097295,             0.00097295
                    159,                0.77081,                0.76877,                0.79115,                0.71592,                0.66337,                0.70803,                0.33055,                 1.9258,                 2.6877,                0.94287,              0.0009726,              0.0009726,              0.0009726
                    160,                0.76957,                0.77423,                0.79085,                0.69918,                0.63614,                0.67703,                0.30679,                 1.9996,                 2.8027,                0.95004,             0.00097226,             0.00097226,             0.00097226
                    161,                0.74651,                0.75042,                0.79085,                0.68406,                0.67327,                0.69311,                0.31551,                 1.9991,                 2.6153,                0.95109,             0.00097191,             0.00097191,             0.00097191
                    162,                0.75562,                0.75997,                0.79473,                0.68636,                0.67709,                0.70251,                0.31941,                 1.9653,                  2.598,                0.95198,             0.00097156,             0.00097156,             0.00097156
                    163,                0.77593,                0.77996,                0.79236,                0.70752,                0.67574,                0.71334,                0.31411,                 2.0088,                 2.6514,                0.95476,             0.00097121,             0.00097121,             0.00097121
                    164,                0.76575,                0.76896,                0.79404,                0.67574,                0.67327,                0.69776,                0.31546,                 1.9565,                 2.7242,                0.94335,             0.00097086,             0.00097086,             0.00097086
                    165,                0.75679,                 0.7658,                0.79548,                0.69499,                0.66337,                0.69421,                0.32024,                 1.9907,                 2.6054,                0.94736,              0.0009705,              0.0009705,              0.0009705
                    166,                0.78081,                0.77629,                0.79017,                0.72059,                0.68306,                0.70252,                0.32143,                 1.9524,                  2.617,                0.93777,             0.00097015,             0.00097015,             0.00097015
                    167,                0.76551,                0.75438,                0.79995,                0.67648,                0.68812,                0.67967,                0.31139,                 1.9787,                 2.7827,                0.94298,             0.00096979,             0.00096979,             0.00096979
                    168,                0.75099,                0.76338,                0.79468,                0.64978,                0.68812,                0.66707,                0.30075,                 2.0003,                 2.8312,                0.94619,             0.00096943,             0.00096943,             0.00096943
                    169,                 0.7626,                 0.7741,                0.79522,                0.67604,                0.68564,                0.69155,                0.30471,                 2.0062,                 2.8218,                0.95208,             0.00096906,             0.00096906,             0.00096906
                    170,                0.79544,                0.78138,                0.79197,                0.67755,                0.67822,                0.69251,                0.31172,                 1.9994,                 2.7954,                0.94843,              0.0009687,              0.0009687,              0.0009687
                    171,                0.76051,                0.76783,                0.79106,                0.69296,                0.68154,                0.68298,                0.30142,                 1.9698,                 2.7721,                0.93549,             0.00096833,             0.00096833,             0.00096833
                    172,                0.76655,                0.76445,                0.79168,                0.67998,                0.65218,                0.66402,                0.30093,                 1.9474,                  2.955,                0.93529,             0.00096796,             0.00096796,             0.00096796
                    173,                0.74253,                0.75377,                0.79005,                0.64501,                0.68564,                0.67677,                0.29566,                 1.9866,                 2.8503,                0.94552,             0.00096759,             0.00096759,             0.00096759
                    174,                0.72342,                0.74457,                0.79249,                0.66785,                0.66691,                0.66286,                0.29754,                 1.9732,                 2.8907,                0.94671,             0.00096722,             0.00096722,             0.00096722
                    175,                0.74747,                0.75013,                 0.7839,                0.67199,                0.69474,                 0.6863,                0.30857,                  1.964,                 2.9237,                0.94753,             0.00096684,             0.00096684,             0.00096684
                    176,                0.74399,                0.74104,                0.79801,                0.69332,                0.65842,                0.69009,                0.29726,                  2.011,                 2.7896,                0.96077,             0.00096646,             0.00096646,             0.00096646
                    177,                0.73209,                0.73537,                0.78888,                 0.6785,                0.66337,                0.67715,                0.30231,                 1.9804,                 2.7974,                0.95092,             0.00096608,             0.00096608,             0.00096608
                    178,                0.75767,                0.75039,                0.79796,                0.68332,                0.68069,                0.72078,                0.32814,                 1.9595,                 2.7955,                0.94356,              0.0009657,              0.0009657,              0.0009657
                    179,                0.73736,                0.73251,                0.79212,                0.71347,                0.65347,                0.69312,                 0.3249,                 1.8955,                 2.6539,                0.93642,             0.00096532,             0.00096532,             0.00096532
                    180,                 0.7497,                0.74064,                0.79034,                0.71043,                0.63158,                0.69179,                0.32054,                 1.8756,                 2.7956,                0.93076,             0.00096493,             0.00096493,             0.00096493
                    181,                0.72241,                0.72962,                0.78647,                0.65521,                0.65347,                0.67688,                0.30369,                 1.9304,                 2.9309,                0.94563,             0.00096459,             0.00096459,             0.00096459
                    182,                0.74069,                 0.7172,                0.80324,                 0.6665,                0.68759,                0.69316,                0.31841,                 1.9257,                 2.7098,                 0.9461,              0.0009642,              0.0009642,              0.0009642
                    183,                0.73282,                0.72935,                0.79584,                0.67438,                0.69802,                0.69896,                0.32241,                 1.9641,                 2.8446,                0.94827,             0.00096381,             0.00096381,             0.00096381
                    184,                0.74403,                0.74432,                0.78758,                0.70604,                0.69802,                0.68074,                0.30721,                 1.9534,                 2.6936,                0.94129,             0.00096341,             0.00096341,             0.00096341
                    185,                 0.7372,                0.73801,                0.79409,                0.70015,                 0.7104,                0.67935,                0.29957,                 1.9554,                 2.6647,                0.94399,             0.00096302,             0.00096302,             0.00096302
                    186,                0.72662,                0.74319,                0.78972,                0.71066,                0.65594,                 0.6706,                0.29526,                 1.9603,                 2.6743,                0.94838,             0.00096262,             0.00096262,             0.00096262
                    187,                0.72084,                  0.738,                0.78694,                0.68784,                0.69812,                0.67626,                0.31286,                  1.892,                 2.6756,                0.93839,             0.00096222,             0.00096222,             0.00096222
                    188,                0.72752,                 0.7332,                0.78831,                 0.6887,                0.70095,                0.67939,                 0.3166,                 1.9108,                 2.8074,                0.94188,             0.00096182,             0.00096182,             0.00096182
                    189,                0.73467,                0.73766,                0.79027,                0.70341,                0.67822,                0.68445,                0.31718,                 1.9338,                 2.7599,                0.94895,             0.00096141,             0.00096141,             0.00096141
                    190,                0.71759,                0.72349,                0.79211,                0.69569,                 0.6847,                0.67683,                0.31086,                 1.9379,                 2.8392,                0.94952,             0.00096101,             0.00096101,             0.00096101
                    191,                0.72945,                0.71762,                0.79916,                 0.6752,                0.67079,                0.68198,                0.30615,                 2.0037,                 2.9257,                0.95548,              0.0009606,              0.0009606,              0.0009606
                    192,                 0.7271,                0.72943,                0.79174,                0.67211,                0.71542,                0.69331,                0.30961,                 1.9343,                 2.6937,                0.94283,             0.00096019,             0.00096019,             0.00096019
                    193,                0.72045,                0.71465,                0.78693,                0.67433,                0.67822,                0.67556,                0.30488,                 1.9387,                 2.8845,                0.94025,             0.00095978,             0.00095978,             0.00095978
                    194,                0.72775,                0.72192,                0.79021,                0.66249,                0.64356,                0.65602,                0.29352,                 1.9465,                 3.0223,                0.94265,             0.00095936,             0.00095936,             0.00095936
                    195,                 0.7305,                0.72946,                0.78915,                0.65362,                0.65594,                0.64558,                0.29379,                 1.9445,                 3.0494,                0.93728,             0.00095895,             0.00095895,             0.00095895
                    196,                0.73818,                0.72659,                0.79226,                  0.663,                0.69059,                 0.6544,                0.29523,                 1.9232,                    2.9,                0.93193,             0.00095853,             0.00095853,             0.00095853
                    197,                0.72595,                0.72455,                0.79605,                0.67174,                0.66356,                0.67308,                0.31348,                 1.9108,                 2.9112,                0.93253,             0.00095811,             0.00095811,             0.00095811
                    198,                0.72139,                0.72674,                0.79306,                 0.6834,                0.66584,                0.66516,                0.30795,                 1.8577,                 2.8566,                0.93304,             0.00095769,             0.00095769,             0.00095769
                    199,                0.72686,                0.74097,                 0.7895,                0.72675,                0.66832,                0.67916,                0.31399,                 1.9037,                 2.8075,                0.93602,             0.00095726,             0.00095726,             0.00095726
                    200,                0.74082,                0.72959,                0.79468,                0.67325,                0.67822,                0.67036,                0.30775,                 1.9103,                 2.8219,                0.93416,             0.00095684,             0.00095684,             0.00095684
                    201,                0.70565,                0.70708,                0.79022,                0.68419,                0.68317,                0.67003,                0.30895,                 1.9324,                 2.7651,                0.93882,             0.00095641,             0.00095641,             0.00095641
                    202,                0.70965,                0.71213,                0.79278,                0.68923,                0.67524,                0.66672,                 0.3146,                 1.9447,                 2.8827,                0.94155,             0.00095598,             0.00095598,             0.00095598
                    203,                0.72308,                0.71548,                0.79146,                0.69217,                0.67903,                0.66992,                0.31915,                 1.9638,                  3.148,                0.94162,             0.00095554,             0.00095554,             0.00095554
                    204,                0.70877,                0.71528,                0.78046,                0.69046,                0.63366,                0.65218,                0.30875,                 1.9587,                 3.3512,                0.94363,             0.00095511,             0.00095511,             0.00095511
                    205,                0.69666,                0.70481,                0.78602,                0.68865,                0.67079,                0.65565,                0.30383,                 1.9457,                  3.202,                0.93797,             0.00095467,             0.00095467,             0.00095467
                    206,                0.71301,                0.72566,                0.79019,                0.68279,                0.63404,                0.63439,                0.28794,                 1.9772,                 3.1925,                0.94351,             0.00095423,             0.00095423,             0.00095423
                    207,                0.68461,                0.69876,                0.79093,                0.69565,                0.65347,                0.63578,                0.29347,                 1.9805,                 3.2195,                0.93882,             0.00095379,             0.00095379,             0.00095379
                    208,                0.70783,                0.70578,                0.78582,                0.66948,                0.66682,                0.65582,                0.30761,                 1.9744,                 3.1799,                0.93275,             0.00095335,             0.00095335,             0.00095335
                    209,                0.68129,                0.69669,                0.78696,                  0.691,                0.68069,                0.66333,                0.31552,                 1.9389,                 3.0474,                0.92568,             0.00095291,             0.00095291,             0.00095291
                    210,                0.70511,                0.70604,                0.78043,                0.67849,                0.64249,                  0.659,                0.31657,                 1.9404,                 3.0912,                0.92487,             0.00095246,             0.00095246,             0.00095246
                    211,                0.69405,                0.70577,                0.79333,                0.68886,                0.63023,                 0.6482,                0.31034,                  1.939,                 3.1787,                0.92008,             0.00095201,             0.00095201,             0.00095201
                    212,                 0.7013,                0.71853,                0.78452,                0.70307,                0.63614,                0.67116,                0.32257,                 1.9202,                 2.9924,                0.92143,             0.00095156,             0.00095156,             0.00095156
                    213,                0.71071,                0.70588,                 0.7871,                0.70305,                0.66089,                0.68052,                0.31439,                 1.9682,                 2.9727,                0.93466,             0.00095111,             0.00095111,             0.00095111
                    214,                0.69378,                0.70964,                0.79115,                0.70639,                0.64109,                0.67199,                0.30937,                 1.9598,                 3.0096,                0.93482,             0.00095065,             0.00095065,             0.00095065
                    215,                0.69404,                0.69916,                0.79782,                 0.6945,                 0.6246,                0.66989,                0.30362,                 1.9717,                 3.2527,                0.93891,              0.0009502,              0.0009502,              0.0009502
                    216,                0.70699,                0.71396,                0.79117,                0.73681,                0.59901,                0.66209,                0.30128,                 1.9665,                 3.2132,                0.94053,             0.00094974,             0.00094974,             0.00094974
                    217,                0.67783,                 0.6878,                0.78395,                0.66415,                0.64604,                0.67044,                0.31008,                 1.9357,                 2.9003,                 0.9337,             0.00094928,             0.00094928,             0.00094928
                    218,                0.69036,                0.71579,                0.78491,                0.66122,                0.66187,                0.66953,                0.31316,                  1.932,                 2.8742,                 0.9355,             0.00094882,             0.00094882,             0.00094882
                    219,                0.71113,                0.72338,                0.78776,                 0.6708,                0.66337,                0.68077,                 0.3169,                 1.9532,                 2.9945,                0.93557,             0.00094835,             0.00094835,             0.00094835
                    220,                0.67697,                 0.7065,                0.78987,                0.69567,                0.63371,                0.66899,                0.31187,                 1.9376,                 3.0002,                 0.9385,             0.00094789,             0.00094789,             0.00094789
                    221,                0.70939,                0.72886,                0.78487,                0.69939,                0.66801,                 0.6809,                0.31345,                 1.9513,                 2.9994,                0.94052,             0.00094742,             0.00094742,             0.00094742
                    222,                0.68572,                 0.6944,                0.79057,                0.69238,                0.67574,                0.68719,                0.32201,                 1.9146,                 2.8348,                0.93945,             0.00094695,             0.00094695,             0.00094695
                    223,                 0.6757,                    0.7,                  0.786,                0.68472,                0.67733,                0.68797,                0.32214,                 1.9045,                 2.8186,                0.93853,             0.00094648,             0.00094648,             0.00094648
                    224,                0.67372,                0.68525,                 0.7838,                0.69212,                0.66772,                 0.6884,                0.32574,                 1.9029,                  2.828,                0.93797,               0.000946,               0.000946,               0.000946
                    225,                0.68589,                0.68992,                0.78193,                 0.6915,                0.67574,                0.67974,                0.32411,                 1.9185,                 2.9389,                0.93738,             0.00094552,             0.00094552,             0.00094552
                    226,                0.69393,                0.71609,                0.78745,                0.68374,                0.67079,                0.66609,                  0.312,                 1.9497,                 2.9728,                0.94504,             0.00094505,             0.00094505,             0.00094505
                    227,                0.68025,                0.70118,                0.78703,                0.69183,                0.67079,                0.66852,                0.30621,                 1.9768,                   2.96,                0.94778,             0.00094457,             0.00094457,             0.00094457
                    228,                0.68919,                0.69134,                0.79075,                0.69667,                 0.6822,                0.66485,                0.30664,                 1.9834,                 3.0485,                0.94665,             0.00094408,             0.00094408,             0.00094408
                    229,                0.67826,                0.68688,                0.78411,                0.69191,                0.65594,                0.64858,                 0.3012,                 1.9929,                  3.121,                0.94888,              0.0009436,              0.0009436,              0.0009436
                    230,                0.67895,                0.68796,                0.78649,                0.69189,                0.65594,                0.64602,                 0.2966,                 1.9983,                 3.1312,                 0.9487,             0.00094311,             0.00094311,             0.00094311
                    231,                0.71202,                0.70467,                0.79032,                0.69284,                0.67327,                0.65972,                0.29892,                 2.0229,                 3.0541,                0.94957,             0.00094263,             0.00094263,             0.00094263
                    232,                0.67263,                0.69145,                0.78593,                0.67744,                0.67059,                0.65651,                0.30469,                 1.9652,                 2.9509,                0.94402,             0.00094214,             0.00094214,             0.00094214
                    233,                0.68173,                0.68054,                0.79059,                0.67904,                0.66584,                0.66153,                0.30699,                 1.9474,                 2.8809,                0.94349,             0.00094164,             0.00094164,             0.00094164
                    234,                0.67944,                0.69277,                0.78864,                0.69283,                0.65878,                0.66994,                0.30765,                 1.9251,                  2.777,                0.94157,             0.00094115,             0.00094115,             0.00094115
                    235,                0.69503,                 0.7043,                0.78529,                0.69522,                0.67755,                0.67001,                0.31024,                 1.9531,                 2.9149,                0.93846,             0.00094065,             0.00094065,             0.00094065
                    236,                0.66193,                0.68173,                0.77644,                0.70285,                0.66157,                  0.673,                0.30973,                 1.9281,                 2.8736,                0.93401,             0.00094016,             0.00094016,             0.00094016
                    237,                0.66098,                0.68362,                0.78237,                0.69358,                0.64851,                0.66461,                0.31578,                 1.9193,                 3.0065,                0.93244,             0.00093966,             0.00093966,             0.00093966
                    238,                0.66543,                0.66517,                0.79144,                0.68331,                0.62376,                0.66328,                 0.3072,                 1.9396,                 3.1551,                0.93799,             0.00093915,             0.00093915,             0.00093915
                    239,                0.69167,                0.69773,                0.79604,                0.66189,                0.63479,                0.65388,                0.29815,                 1.9744,                 3.2394,                0.94448,             0.00093865,             0.00093865,             0.00093865
                    240,                0.68617,                0.69202,                0.78362,                0.67338,                0.65321,                0.65589,                0.30032,                 1.9781,                 3.1094,                0.94666,             0.00093815,             0.00093815,             0.00093815
                    241,                0.64532,                0.66372,                0.79186,                 0.6606,                0.65842,                0.65728,                 0.3088,                 1.9466,                 3.0238,                0.93882,             0.00093764,             0.00093764,             0.00093764
                    242,                0.67204,                0.67809,                0.78321,                0.66136,                0.65099,                0.65575,                0.31036,                 1.9459,                  3.015,                0.93782,             0.00093713,             0.00093713,             0.00093713
                    243,                0.67973,                0.68753,                0.78858,                0.63944,                0.65847,                 0.6459,                0.31514,                 1.9535,                 2.9662,                0.94226,             0.00093662,             0.00093662,             0.00093662
                    244,                0.67006,                 0.6789,                0.78659,                0.66014,                0.64851,                0.64825,                0.31459,                 1.9393,                 2.9713,                0.94131,              0.0009361,              0.0009361,              0.0009361
                    245,                 0.6734,                0.68144,                0.78611,                 0.6574,                0.64604,                0.65139,                0.30888,                  1.971,                  3.078,                0.94335,             0.00093559,             0.00093559,             0.00093559
                    246,                0.67929,                0.68352,                0.79116,                0.66732,                0.65594,                0.64757,                0.30219,                 1.9848,                 3.1254,                0.94533,             0.00093507,             0.00093507,             0.00093507
                    247,                 0.6907,                 0.6942,                0.79131,                0.65694,                0.65099,                0.63307,                0.29536,                 2.0053,                 3.1877,                 0.9496,             0.00093455,             0.00093455,             0.00093455
                    248,                0.66843,                0.69035,                0.78113,                0.64824,                0.63861,                0.63172,                0.29458,                 2.0109,                  3.207,                0.95006,             0.00093403,             0.00093403,             0.00093403
                    249,                 0.6789,                0.68965,                 0.7846,                0.64308,                0.63774,                0.63544,                0.29529,                 2.0055,                 3.1922,                0.95028,             0.00093351,             0.00093351,             0.00093351
                    250,                0.67683,                0.68779,                0.79041,                0.66773,                0.65162,                0.65388,                0.29847,                 1.9831,                 3.0245,                0.94631,             0.00093298,             0.00093298,             0.00093298
                    251,                0.67212,                0.68688,                0.78795,                0.66182,                0.66089,                0.66348,                0.30628,                 1.9873,                 3.0485,                0.94526,             0.00093246,             0.00093246,             0.00093246
                    252,                0.66567,                0.67933,                0.78628,                0.66473,                0.66089,                0.66618,                0.30509,                 1.9858,                 3.0956,                0.94472,             0.00093193,             0.00093193,             0.00093193
                    253,                 0.6577,                0.66772,                0.78193,                 0.6633,                0.66584,                0.66888,                0.30609,                 1.9886,                 3.1274,                0.94501,              0.0009314,              0.0009314,              0.0009314
                    254,                0.66034,                0.67995,                0.78503,                0.66377,                0.66337,                0.67507,                0.31229,                 1.9674,                 3.1007,                0.94353,             0.00093086,             0.00093086,             0.00093086
                    255,                0.65272,                0.66577,                0.78423,                0.66759,                0.69059,                0.67398,                0.31406,                 1.9549,                 3.0677,                0.94084,             0.00093033,             0.00093033,             0.00093033
                    256,                0.64534,                0.66471,                 0.7807,                0.66157,                0.67822,                0.66476,                0.31566,                 1.9498,                 3.0949,                0.94051,             0.00092979,             0.00092979,             0.00092979
                    257,                0.65098,                0.65771,                0.77827,                0.65034,                0.66584,                0.65705,                0.30935,                 1.9695,                 3.2568,                0.94334,             0.00092926,             0.00092926,             0.00092926
                    258,                0.67129,                0.65641,                0.79028,                 0.6431,                0.64356,                0.64707,                0.30214,                  1.971,                 3.3378,                0.94526,             0.00092872,             0.00092872,             0.00092872
                    259,                 0.6605,                0.65493,                0.79511,                 0.6557,                0.64356,                0.64403,                0.29736,                 1.9726,                 3.3461,                0.94453,             0.00092817,             0.00092817,             0.00092817
                    260,                0.63831,                0.64431,                0.78651,                0.65639,                0.64356,                0.65999,                 0.3002,                 1.9755,                 3.2692,                0.94596,             0.00092763,             0.00092763,             0.00092763
                    261,                0.63984,                0.64318,                0.79088,                0.65741,                0.62624,                0.65234,                0.30263,                 1.9513,                 3.2269,                0.94069,             0.00092708,             0.00092708,             0.00092708
                    262,                0.64365,                0.65781,                0.79043,                0.66268,                0.62871,                0.65338,                0.29924,                 1.9649,                 3.2207,                0.94208,             0.00092654,             0.00092654,             0.00092654
                    263,                0.65178,                0.65309,                0.78797,                0.66275,                0.62624,                 0.6532,                0.29905,                 1.9755,                 3.2395,                0.94125,             0.00092599,             0.00092599,             0.00092599
                    264,                0.64745,                0.65374,                0.78803,                0.65373,                0.63366,                0.65651,                0.29974,                 1.9584,                 3.2321,                0.93881,             0.00092544,             0.00092544,             0.00092544
                    265,                0.65989,                0.67079,                 0.7899,                0.64373,                0.62129,                0.65212,                 0.3015,                 1.9585,                 3.1329,                0.93883,             0.00092488,             0.00092488,             0.00092488
                    266,                0.64885,                0.67109,                0.78451,                0.63773,                0.62624,                0.64665,                    0.3,                 1.9727,                 3.1778,                0.94075,             0.00092433,             0.00092433,             0.00092433
                    267,                0.65035,                0.67131,                0.78533,                0.53902,                0.73515,                0.64035,                0.29629,                  1.959,                 3.1601,                0.93689,             0.00092377,             0.00092377,             0.00092377
                    268,                0.66541,                0.67645,                0.78667,                0.54845,                0.74257,                0.64739,                0.29957,                 1.9666,                 3.1522,                0.93576,             0.00092321,             0.00092321,             0.00092321
                    269,                  0.649,                0.66363,                0.78503,                0.65732,                0.63366,                0.64779,                0.29565,                 1.9643,                 3.1364,                0.93696,             0.00092265,             0.00092265,             0.00092265
                    270,                0.64501,                0.66854,                0.78384,                0.64738,                0.64109,                0.63716,                0.29461,                 1.9612,                 3.1398,                0.93792,             0.00092209,             0.00092209,             0.00092209
                    271,                0.66518,                0.67929,                0.78017,                 0.6441,                0.62624,                 0.6319,                0.29468,                 1.9501,                 3.1846,                  0.938,             0.00092152,             0.00092152,             0.00092152
                    272,                0.64405,                0.66706,                0.78355,                0.65911,                0.64356,                0.63525,                0.29512,                  1.936,                 3.1703,                 0.9351,             0.00092096,             0.00092096,             0.00092096
                    273,                0.65519,                0.65906,                0.78814,                0.66475,                0.64356,                0.64221,                0.29473,                 1.9444,                 3.2209,                0.93795,             0.00092039,             0.00092039,             0.00092039
                    274,                0.65109,                0.66179,                 0.7834,                 0.6669,                0.63928,                0.64465,                0.29531,                 1.9543,                  3.242,                0.93966,             0.00091982,             0.00091982,             0.00091982
                    275,                0.65383,                0.66826,                0.78022,                0.66869,                0.65099,                0.64719,                0.29605,                 1.9537,                 3.1612,                0.94062,             0.00091925,             0.00091925,             0.00091925
                    276,                0.64415,                 0.6535,                0.78084,                0.66477,                0.64792,                0.65116,                0.29996,                 1.9586,                 3.1061,                0.94449,             0.00091867,             0.00091867,             0.00091867
                    277,                 0.6443,                 0.6603,                 0.7839,                0.67084,                0.66085,                0.65585,                0.30254,                 1.9552,                 3.0736,                0.94347,              0.0009181,              0.0009181,              0.0009181
                    278,                0.65136,                0.66823,                 0.7806,                0.66773,                0.65594,                0.65452,                0.30623,                 1.9471,                 3.0649,                0.94284,             0.00091752,             0.00091752,             0.00091752
                    279,                0.63051,                0.64095,                0.78529,                0.67552,                0.65594,                0.65222,                0.30491,                 1.9546,                 3.0288,                0.94341,             0.00091694,             0.00091694,             0.00091694
                    280,                0.64676,                0.64803,                0.78179,                0.67253,                0.64851,                0.65069,                 0.3047,                 1.9735,                 3.0863,                0.94573,             0.00091636,             0.00091636,             0.00091636
                    281,                0.63844,                0.65346,                0.79284,                0.67023,                0.64394,                0.65275,                0.30506,                 1.9746,                 3.1074,                  0.944,             0.00091578,             0.00091578,             0.00091578
                    282,                0.62446,                0.63902,                0.78772,                0.67124,                0.64689,                0.65903,                0.30846,                 1.9614,                 3.0545,                0.94254,             0.00091519,             0.00091519,             0.00091519
                    283,                0.62895,                0.65583,                0.77954,                0.67602,                0.64562,                0.66242,                0.30811,                 1.9567,                 3.0292,                0.94085,              0.0009146,              0.0009146,              0.0009146
                    284,                0.62266,                0.65316,                0.78183,                0.68015,                0.65099,                0.66433,                0.30996,                  1.962,                 2.9958,                0.94028,             0.00091402,             0.00091402,             0.00091402
                    285,                0.63905,                0.65195,                0.78659,                0.67836,                0.65347,                 0.6624,                0.30363,                 1.9854,                 3.0509,                0.94384,             0.00091343,             0.00091343,             0.00091343
                    286,                0.62618,                0.64402,                0.78653,                0.68144,                0.66187,                0.66575,                0.30617,                 1.9792,                  3.019,                0.94435,             0.00091283,             0.00091283,             0.00091283
                    287,                0.63493,                0.64399,                 0.7767,                0.68096,                0.66041,                0.65956,                0.30077,                  1.981,                 3.0208,                0.94543,             0.00091224,             0.00091224,             0.00091224
                    288,                0.62057,                0.64191,                0.78771,                 0.6765,                0.65347,                0.65187,                0.30013,                  1.981,                 2.9961,                0.94673,             0.00091164,             0.00091164,             0.00091164
                    289,                 0.6538,                0.65366,                0.78904,                0.67465,                0.65699,                0.65655,                0.30179,                 1.9791,                 2.9814,                 0.9472,             0.00091105,             0.00091105,             0.00091105
                    290,                0.64995,                0.65602,                0.78545,                0.67155,                0.64781,                0.65988,                0.30141,                 1.9648,                  2.931,                0.94468,             0.00091045,             0.00091045,             0.00091045
                    291,                0.62343,                0.63776,                0.78298,                0.67617,                0.65842,                0.65607,                0.30188,                 1.9497,                 2.9148,                0.94262,             0.00090985,             0.00090985,             0.00090985
                    292,                0.61319,                0.62846,                 0.7808,                0.66943,                0.65842,                0.65544,                0.30127,                 1.9406,                 2.8966,                 0.9423,             0.00090924,             0.00090924,             0.00090924
                    293,                0.63321,                0.65875,                   0.78,                0.66459,                0.65347,                0.65195,                0.30158,                 1.9326,                  2.944,                0.94018,             0.00090864,             0.00090864,             0.00090864
                    294,                0.62507,                0.63832,                0.77748,                0.66243,                0.65099,                0.64526,                0.29863,                 1.9319,                 2.9873,                0.94063,             0.00090803,             0.00090803,             0.00090803
                    295,                0.62013,                0.63044,                0.78103,                0.67978,                 0.6358,                0.65296,                 0.2967,                  1.938,                 3.0034,                0.94166,             0.00090742,             0.00090742,             0.00090742
                    296,                0.64575,                0.66447,                0.78316,                0.70811,                0.61248,                0.64849,                0.29836,                 1.9419,                  3.035,                0.94151,             0.00090681,             0.00090681,             0.00090681
                    297,                0.61336,                0.63129,                0.78443,                0.71433,                0.61386,                0.65496,                0.30164,                  1.946,                 3.0305,                0.94095,              0.0009062,              0.0009062,              0.0009062
                    298,                0.62844,                 0.6409,                0.78552,                0.71164,                0.61698,                0.65321,                0.30265,                 1.9424,                 3.0439,                0.93959,             0.00090559,             0.00090559,             0.00090559
                    299,                0.64217,                0.65571,                0.78601,                0.70978,                0.61748,                0.65111,                 0.3016,                 1.9376,                 3.0455,                0.93921,             0.00090497,             0.00090497,             0.00090497
                    300,                0.62226,                0.64667,                0.78432,                0.70709,                0.62376,                0.64801,                 0.3011,                  1.941,                 3.0443,                0.93935,             0.00090435,             0.00090435,             0.00090435
                    301,                0.61969,                0.63648,                0.78473,                0.70151,                0.62871,                0.65115,                0.30159,                 1.9493,                 3.0193,                0.94081,             0.00090373,             0.00090373,             0.00090373
                    302,                0.61881,                0.64056,                 0.7832,                0.70374,                0.61634,                 0.6506,                0.30374,                 1.9411,                 2.9995,                0.93927,             0.00090311,             0.00090311,             0.00090311
                    303,                0.62141,                0.64926,                0.78883,                0.70129,                0.62376,                0.65118,                0.30366,                 1.9461,                 2.9609,                0.94049,             0.00090249,             0.00090249,             0.00090249
